,drugname_brand,drugname_generic,claim_count,total_spending,user_count,total_spending_per_user,unit_count,unit_cost_wavg,user_count_non_lowincome,out_of_pocket_avg_non_lowincome,user_count_lowincome,out_of_pocket_avg_lowincome
648,CLINDAMYCIN-BENZOYL PEROXIDE,CLINDAMYCIN PHOS/BENZOYL PEROX,11115,1573274.82,5887.0,267.24559538,575436.7,2.7340536674,2022.0,38.842512364,3865.0,2.7999327296
649,CLINDAREACH,CLINDAMYCIN PHOSPHATE,16,2631.87,12.0,219.3225,16.0,164.491875,,,,
650,CLINIMIX,AMINO ACID 4.25 %/DEXTROSE 25%,20,9590.03,,,228000.0,0.0420615351,,,,
651,CLINIMIX E,AA 4.25%/CALCIUM/LYTES/D25W,36,8441.18,,,142910.4,0.0590662401,,,,
652,CLINIMIX E,AA 4.25%/CALCIUM/LYTES/D5W,19,16489.71,,,248819.0,0.0662719085,,,,
653,CLINIMIX E,AA 4.25%/CALCIUM/LYTES/DEX 10%,47,15202.98,13.0,1169.46,272549.0,0.055780722,,,,
654,CLINIMIX E,AA 5 %/CALCIUM/LYTES/DEXT 15 %,71,43533.18,16.0,2720.82375,670328.0,0.0649431025,,,,
655,CLINIMIX E,AA 5 %/CALCIUM/LYTES/DEXT 20 %,35,14364.46,12.0,1197.0383333,212950.3,0.0674545187,,,,
656,CLINIMIX E,AA 5 %/CALCIUM/LYTES/DEXT 25 %,20,3531.22,,,107000.0,0.0330020561,,,,
657,CLINISOL,PARENTERAL AMINO ACID 15% NO.1,44244,15311389.65,2263.0,6765.9697967,97592095.43,0.1568916989,321.0,1750.7042679,1942.0,38.545453141
658,CLINORIL,SULINDAC,46,1653.67,35.0,47.247714286,1534.0,1.078011734,,,,
659,CLINPRO 5000,SODIUM FLUORIDE,116,2186.16,90.0,24.290666667,15236.0,0.1434864794,70.0,17.918285714,20.0,1.014
660,CLOBETA + PLUS,CLOBETASOL PROPIONATE/COAL TAR,11,2943.52,,,12.0,245.37376623,,,,
661,CLOBETASOL EMOLLIENT,CLOBETASOL PROPIONATE/EMOLL,39492,1349886.55,22726.0,59.398334507,2460492.554,0.5486245215,15012.0,13.172932987,7714.0,2.5390251491
662,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,1220897,34179667.13,617494.0,55.352225495,70106156.65,0.4485903044,420543.0,15.543183479,196951.0,2.9682321999
663,CLOBEX,CLOBETASOL PROPIONATE,38797,15609463.46,20850.0,748.65532182,4427392.136,3.5728062842,13925.0,126.77542621,6925.0,10.45886065
664,CLODERM,CLOCORTOLONE PIVALATE,5488,1016126.35,3734.0,272.12810659,288602.125,3.5208553991,2824.0,87.78378187,910.0,7.7638681319
665,CLOMIPHENE CITRATE,CLOMIPHENE CITRATE,23,926.6,15.0,61.773333333,465.0,1.992688172,,,,
666,CLOMIPRAMINE HCL,CLOMIPRAMINE HCL,133707,3351112.07,16906.0,198.22028097,10221515.2,0.3306194839,5156.0,54.512501939,11750.0,8.8856748936
667,CLONAZEPAM,CLONAZEPAM,587601,6813946.97,110816.0,61.488837081,36395184.79,0.1872330748,88266.0,21.53260406,22550.0,16.541338359
668,CLONIDINE,CLONIDINE,445964,86061384.9,90570.0,950.21955283,2138620.712,39.92324756,35410.0,174.27387405,55160.0,8.0746432197
669,CLONIDINE HCL,CLONIDINE HCL,4606990,41279793.23,862356.0,47.86862181,366910004.19,0.1114748022,397737.0,26.990786977,464619.0,6.5588654575
670,CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM,50621,938133.28,10695.0,87.716996727,2889813.0,0.3231038508,8612.0,17.210255458,2083.0,7.1683773404
671,CLORPRES,CLONIDINE HCL/CHLORTHALIDONE,1719,163776.92,326.0,502.38319018,102742.0,1.587734958,213.0,254.01441315,113.0,16.625132743
672,CLOTRIMAZOLE,CLOTRIMAZOLE,501744,16624949.05,287640.0,57.797764741,22931296.824,0.6975055247,119249.0,12.600206543,168391.0,1.9165398388
673,CLOTRIMAZOLE-BETAMETHASONE,CLOTRIMAZOLE/BETAMETHASONE DIP,1466693,61120531.98,783329.0,78.026642675,62041016.82,0.9883988275,438682.0,13.262379902,344647.0,2.39506585
674,CLOZAPINE,CLOZAPINE,1089579,112186715.91,58469.0,1918.7384068,72203308.297,1.6415770541,4842.0,360.29609046,53627.0,22.131807112
675,CLOZARIL,CLOZAPINE,24501,16270450.24,1854.0,8775.8631284,2507358.22,6.1712787847,154.0,727.35642857,1700.0,33.322829412
676,CNL 8,CICLOPIROX/NAIL LACQUER REMOVR,193,39160.72,143.0,273.85118881,216.0,181.29962963,73.0,86.410410959,70.0,1.6885714286
677,COARTEM,ARTEMETHER/LUMEFANTRINE,77,9238.05,48.0,192.459375,3110.0,2.9704340836,37.0,85.89027027,11.0,4.6909090909
678,CODEINE SULFATE,CODEINE SULFATE,29284,1449141.56,9815.0,147.64559959,3456119.0,0.4117112554,5478.0,37.940761227,4337.0,4.7596218584
679,COGENTIN,BENZTROPINE MESYLATE,199,78296.07,111.0,705.37,1332.0,58.780833333,,,,
680,CO-GESIC,HYDROCODONE/ACETAMINOPHEN,20,165.65,,,1625.0,0.1019384615,,,,
681,COLAZAL,BALSALAZIDE DISODIUM,3221,959900.47,1270.0,755.82714173,1516967.0,0.6327761052,1129.0,91.335518158,141.0,23.169929078
682,COLCHICINE,COLCHICINE,91000,2002477.62,55034.0,36.386190718,4142407.93,0.4834090833,34811.0,13.709023297,20223.0,3.1407531029
683,COLCRYS,COLCHICINE,923418,192030383.19,300666.0,638.68340015,38200670.017,5.0268852118,161808.0,137.69324496,138858.0,16.810927854
684,COLESTID,COLESTIPOL HCL,2195,266566.18,799.0,333.62475594,386469.0,1.1476782154,498.0,153.38911647,301.0,7.7216611296
685,COLESTIPOL HCL,COLESTIPOL HCL,183275,12074614.36,47586.0,253.7429992,21670888.3,0.602981271,32205.0,58.185668995,15381.0,7.1702451076
686,COLISTIMETHATE,COLISTIN (COLISTIMETHATE NA),2998,2664987.01,1042.0,2557.5691075,186840.289,14.263449411,196.0,653.68821429,846.0,3.360177305
687,COLOCORT,HYDROCORTISONE,2629,437980.18,1316.0,332.81168693,3361120.0,0.1303078081,956.0,63.668127615,360.0,4.3616388889
688,COLY-MYCIN M PARENTERAL,COLISTIN (COLISTIMETHATE NA),88,25663.4,51.0,503.20392157,9526.0,2.6940373714,,,,
689,COLY-MYCIN S,NEOMYCIN SU/COLIST/HC/THONZON,1285,65427.78,1047.0,62.490716332,8115.0,8.0625730129,534.0,44.318820225,513.0,4.9122222222
690,COLYTE,"PEG 3350/NA SULF,BICARB,CL/KCL",35,739.25,35.0,21.121428571,144000.0,0.0051336806,12.0,13.283333333,23.0,1.5652173913
691,COLYTE WITH FLAVOR PACKETS,"PEG 3350/NA SULF,BICARB,CL/KCL",10060,220024.67,9749.0,22.568947584,40488661.0,0.0054342294,7236.0,17.440689608,2513.0,3.0774214087
692,COLYTE WITH FLAVOR PACKS,"PEG 3350/NA SULF,BICARB,CL/KCL",3262,101494.69,3231.0,31.412779325,12378907.785,0.008199002,2446.0,28.053074407,785.0,5.583044586
693,COMBIGAN,BRIMONIDINE TARTRATE/TIMOLOL,783756,79464004.72,170680.0,465.57302976,5185646.91,15.32383637,104702.0,186.47050247,65978.0,20.886068386
694,COMBIPATCH,ESTRADIOL/NORETHINDRONE ACET,20126,1604314.4,4772.0,336.19329422,214441.0,7.4815855568,3256.0,245.89535012,1516.0,19.14548153
695,COMBIVENT,IPRATROPIUM/ALBUTEROL SULFATE,2128397,477005302.85,542486.0,879.29513914,39279190.713,12.143969725,228580.0,187.78202664,313906.0,19.904630431
696,COMBIVIR,LAMIVUDINE/ZIDOVUDINE,85971,78514354.72,10660.0,7365.3240826,5390325.376,14.565791347,1923.0,759.3926209,8737.0,25.633644271
697,COMPLERA,EMTRICITAB/RILPIVIRINE/TENOFOV,1970,3536815.92,861.0,4107.8001394,60093.0,58.855705656,92.0,306.95173913,769.0,4.8966579974
698,COMPLETE NATAL DHA,PNV2/IRON B-G SUC-P/FA/OMEGA-3,81,2407.37,28.0,85.9775,5250.0,0.4585466667,,,,
699,COMPLETENATE,PNV #14/FERROUS FUM/FOLIC ACID,167,4135.99,77.0,53.714155844,7236.0,0.5715851299,,,,
700,COMPLETE-RF PRENATAL,PRENATAL VIT 17/IRON CB/FA/DSS,40,462.32,,,1373.0,0.3367225055,,,,
701,COMPRO,PROCHLORPERAZINE,30465,872104.7,24587.0,35.47015496,407355.7,2.1408923454,8766.0,9.7126602783,15821.0,0.7429530371
702,COMTAN,ENTACAPONE,141078,55524234.98,21962.0,2528.1957463,16785077.788,3.307952199,11982.0,508.67435987,9980.0,28.1254499
703,COMVAX,HEP B VACCINE/HIB CONJ-MENG/PF,22,1214.69,15.0,80.979333333,21.5,56.497209302,,,,
704,CONCEPT DHA,PNV#16/IRON FUM & PS/FA/OM-3,178,5489.26,77.0,71.289090909,6243.0,0.8792663783,,,,
705,CONCEPT OB,"PNV #15/IRON FUM,PS/FOLIC ACID",83,2407.08,48.0,50.1475,3112.0,0.7734832905,,,,
706,CONCERTA,METHYLPHENIDATE HCL,29390,6951872.98,8264.0,841.22373911,1143638.0,6.0960169091,2210.0,225.07309502,6054.0,16.055987777
707,CONDYLOX,PODOFILOX,2031,595294.74,1465.0,406.34453242,7621.0,78.085492591,515.0,74.625553398,950.0,6.1280842105
708,CONSTULOSE,LACTULOSE,7605,210030.75,2849.0,73.720866971,7979363.291,0.026321743,765.0,17.600941176,2084.0,2.1081142035
709,COPAXONE,GLATIRAMER ACETATE,188828,707777689.53,22731.0,31137.111853,198188.847,3571.2175923,8415.0,3318.0960511,14316.0,108.23678402
710,COPEGUS,RIBAVIRIN,81,165846.7,28.0,5923.0964286,11852.0,13.993140398,,,,
711,CORDARONE,AMIODARONE HCL,1131,197052.94,233.0,845.72077253,49722.0,3.9630936004,166.0,369.62445783,67.0,14.775522388
712,CORDRAN,FLURANDRENOLIDE,19283,2831766.14,11036.0,256.59352483,272102.0,69.893908493,7693.0,80.688181464,3343.0,8.7391773856
713,COREG,CARVEDILOL,19584,3529079.47,4221.0,836.0766335,1607379.0,2.1953335884,2402.0,291.23136137,1819.0,21.783595382
714,COREG CR,CARVEDILOL PHOSPHATE,397603,68161197.45,67444.0,1010.6339697,16478986.6,4.1362745002,34012.0,313.96446019,33432.0,27.290194425
715,CORENATE-DHA,PNV38/IRON CBN&GLUC/FA/DSS/DHA,36,2195.21,19.0,115.53736842,2850.0,0.7702491228,,,,
716,CORFEN-DM,CHLORPHENIRAMINE/PHENYLEPH/DM,11,129.08,,,1770.0,0.0729265537,,,,
717,CORGARD,NADOLOL,3269,623608.02,650.0,959.39695385,195302.0,3.2441471171,530.0,369.39588679,120.0,39.582083333
718,CORMAX,CLOBETASOL PROPIONATE,1271,59747.99,744.0,80.306438172,118050.0,0.505427186,639.0,22.306103286,105.0,2.472952381
719,CORTEF,HYDROCORTISONE,8255,467932.36,1759.0,266.02180785,1039579.5,0.46421239,1062.0,184.67358757,697.0,15.483715925
720,CORTENEMA,HYDROCORTISONE,79,14232.71,60.0,237.21183333,91320.0,0.1558553438,38.0,91.985789474,22.0,3.7590909091
721,CORTIFOAM,HYDROCORTISONE ACETATE,3278,1242925.53,1619.0,767.7118777,71802.0,17.310458344,970.0,140.55296907,649.0,9.8499383667
722,CORTISONE,CORTISONE ACETATE,95,2170.42,46.0,47.183043478,5632.0,0.3853728693,24.0,15.910833333,22.0,2.5263636364
723,CORTISONE ACETATE,CORTISONE ACETATE,16784,447168.93,2787.0,160.44812702,1120192.5,0.3991893625,1900.0,48.411426316,887.0,8.9472040586
724,CORTISPORIN,NEOMYCIN/BACITRA/POLYMYXIN/HC,3663,300919.09,2594.0,116.00581727,66398.5,4.5320163859,1341.0,61.015302013,1253.0,5.8529369513
725,CORTISPORIN,NEOMYCIN/POLYMYXIN B SULF/HC,1893,131622.78,1264.0,104.1319462,20011.688,6.5755137006,484.0,53.943533058,780.0,4.7741538462
726,CORTISPORIN-TC,NEOMYCIN SU/COLIST/HC/THONZON,6952,520035.49,6412.0,81.103476294,70876.0,7.337257887,3419.0,55.82113776,2993.0,4.6704009355
727,CORTOMYCIN,NEOMYCIN/POLYMYXIN B SULF/HC,1707,31705.59,1491.0,21.264647887,17642.06,1.7938416743,421.0,7.3112114014,1070.0,1.261728972
728,CORVITA,FA/MVI THER-MIN/LYCOPENE/LUT,49,1307.69,17.0,76.922941176,2284.0,0.5725437828,,,,
729,CORVITA 150,"IRON, CARBONYL/FA/C/B-6/B12/ZN",115,5590.48,40.0,139.762,5110.0,1.0940273973,,,,
730,CORVITE,FA/MVI THER-MIN/LYCOPENE/LUT,46,1880.6,18.0,104.47777778,3090.0,0.6086084142,,,,
731,CORVITE 150,"IRON, CARBONYL/FA/C/B-6/B12/ZN",98,7585.45,37.0,205.01216216,5577.0,1.3601308947,,,,
732,CORVITE FE,"IRON &IRON ASP GLY/FA/MV,MIN27",80,9096.25,40.0,227.40625,3568.0,2.5493974215,,,,
733,CORVITE FREE,"MV, MIN CMB #6/FA/LUT/LYCO/Q10",73,2373.52,18.0,131.86222222,3934.0,0.603335028,18.0,,0.0,
734,CORZALL PLUS,PYRILAMINE/PSEUDOEPHED/CARBETA,24,901.01,20.0,45.0505,3910.0,0.2304373402,,,,
735,CORZALL-PE,DEXCHLORPHENIRAM-PE-CARBETAPEN,11,357.22,,,1680.0,0.2126309524,,,,
736,CORZIDE,NADOLOL/BENDROFLUMETHIAZIDE,612,75754.65,110.0,688.67863636,23290.0,3.2534925236,81.0,395.04604938,29.0,32.31
737,COSOPT,DORZOLAMIDE HCL/TIMOLOL MALEAT,29426,3933862.26,8405.0,468.03834146,336513.0,11.690075153,5044.0,205.14795995,3361.0,15.215260339
738,COUMADIN,WARFARIN SODIUM,862509,50948274.48,140553.0,362.48443278,40911080.739,1.2558730431,99593.0,226.40655106,40960.0,25.397846924
739,COVERA-HS,VERAPAMIL HCL,1377,149852.59,423.0,354.26144208,69193.0,2.1693326222,254.0,212.57464567,169.0,18.738461538
740,COZAAR,LOSARTAN POTASSIUM,74974,9020651.4,24086.0,374.51845055,3687735.8,2.5184455117,11451.0,191.88826391,12635.0,10.698144836
741,C-PHEN DM,CHLORPHENIRAMINE/PHENYLEPH/DM,54,1315.7,53.0,24.824528302,9242.375,0.1423551847,,,,
742,CREON,LIPASE/PROTEASE/AMYLASE,324485,115213474.76,71126.0,1619.8503326,51694197.1,2.2177922563,24680.0,307.99398825,46446.0,15.46744176
743,CRESTOR,ROSUVASTATIN CALCIUM,7826872,1416315013.0,1496100.0,946.67135417,318714847.75,4.4438666957,894600.0,265.12149497,601500.0,25.684575262
744,CRESYLATE,CRESYL ACETATE,157,3438.52,144.0,23.878611111,2355.0,1.4600934183,117.0,18.29974359,27.0,4.157037037
745,CRINONE,"PROGESTERONE,MICRONIZED",348,52206.07,141.0,370.2558156,7039.01,6.8953348762,93.0,142.06795699,48.0,6.821875
746,CRIXIVAN,INDINAVIR SULFATE,4639,2057053.14,582.0,3534.455567,795303.0,2.5762801651,157.0,424.78254777,425.0,20.777411765
747,CROLOM,CROMOLYN SODIUM,26,452.02,12.0,37.668333333,260.0,1.7385384615,,,,
748,CROMOLYN SODIUM,CROMOLYN SODIUM,54144,1181216.63,24538.0,48.138260249,617016.0,1.9945229157,7560.0,11.81293254,16978.0,1.9731163859
749,CRYSELLE,NORGESTREL-ETHINYL ESTRADIOL,22907,637003.13,3839.0,165.92944256,748529.0,0.8510066143,363.0,47.717410468,3476.0,6.8303797468
750,CUBICIN,DAPTOMYCIN,34213,49873466.26,7831.0,6368.7225463,1937503.107,25.741102597,2334.0,1210.0717823,5497.0,23.580267419
751,CUPRIMINE,PENICILLAMINE,3368,1851842.86,641.0,2888.9904212,306258.0,6.0466758746,358.0,495.2950838,283.0,51.611978799
752,CURAD GAUZE PADS,GAUZE BANDAGE,12,70.2,12.0,5.85,210.0,0.3342857143,,,,
753,CURITY ALCOHOL PREPS,ALCOHOL ANTISEPTIC PADS,1781,5747.37,643.0,8.9383670295,256151.0,0.0224374295,96.0,4.8390625,547.0,3.5273308958
754,CUTIVATE,FLUTICASONE PROPIONATE,4508,2019448.65,3087.0,654.17837707,548620.0,3.6766062189,1886.0,97.048700954,1201.0,5.9441548709
755,CUVPOSA,GLYCOPYRROLATE,34,13100.86,24.0,545.86916667,15448.0,0.848061885,,,,
756,CYANOCOBALAMIN INJECTION,CYANOCOBALAMIN (VITAMIN B-12),47319,221405.57,18136.0,12.208070688,223600.0,0.9901859123,15890.0,7.1251724355,2246.0,8.6534416741
757,CYCLAFEM,NORETHINDRONE-ETHINYL ESTRAD,595,17034.07,233.0,73.107596567,20313.0,0.8398481961,30.0,33.566666667,203.0,2.7183251232
758,CYCLESSA,DESOGESTREL-ETHINYL ESTRADIOL,71,4595.47,14.0,328.24785714,2604.0,1.7647734255,,,,
759,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL,5043614,47818166.63,1771193.0,26.997716584,289805192.69,0.1680893239,828800.0,12.043735762,942393.0,4.3795627196
760,CYCLOGYL,CYCLOPENTOLATE HCL,2679,88555.56,2115.0,41.870241135,14979.0,6.3945197855,1250.0,26.991152,865.0,2.4831791908
761,CYCLOPENTOLATE HCL,CYCLOPENTOLATE HCL,18213,282110.08,13725.0,20.554468488,156415.2,1.8035976043,8762.0,9.3073133988,4963.0,1.811910135
762,CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,11755,1821663.73,3188.0,571.4127133,624304.68,6.4151886733,2041.0,104.0722146,1147.0,11.20668701
763,CYCLOSET,BROMOCRIPTINE MESYLATE,2646,613314.65,958.0,640.20318372,359290.0,1.7070184252,556.0,198.70357914,402.0,8.6530348259
764,CYCLOSPORINE,CYCLOSPORINE,1378,399066.12,514.0,776.39322957,111298.0,4.0493788107,267.0,123.89022472,247.0,5.2110526316
765,CYCLOSPORINE,"CYCLOSPORINE, MODIFIED",726,217753.67,199.0,1094.2395477,53894.25,4.1279238445,104.0,156.88605769,95.0,4.6978947368
766,CYCLOSPORINE MODIFIED,"CYCLOSPORINE, MODIFIED",40655,8350557.34,7104.0,1175.4725985,4990642.0,2.1731223716,4210.0,182.21343468,2894.0,14.933044229
767,CYKLOKAPRON,TRANEXAMIC ACID,42,11740.62,21.0,559.07714286,3490.0,3.3640744986,,,,
768,CYMBALTA,DULOXETINE HCL,4930036,1020322158.9,780792.0,1306.7784492,202880121.43,5.0323889916,311293.0,309.20329503,469499.0,26.356596755
769,CYPROHEPTADINE HCL,CYPROHEPTADINE HCL,306556,4598965.22,93280.0,49.302800386,22848959.662,0.2193518556,30755.0,17.829603642,62525.0,3.6466542983
770,CYSTADANE,BETAINE,421,676003.26,41.0,16487.88439,161220.0,4.1930483811,,,,
771,CYSTAGON,CYSTEAMINE BITARTRATE,688,208559.86,77.0,2708.5696104,262396.0,0.7354680387,,,,
772,CYTARABINE,CYTARABINE,21,223.35,,,435.0,0.5134482759,,,,
773,CYTARABINE,CYTARABINE/PF,128,3492.45,31.0,112.65967742,2758.0,3.0963745495,,,,
774,CYTOGAM,CYTOMEGALOVIRUS IMMUNE GLOBULN,31,160909.85,,,6804.0,23.649301881,,,,
775,CYTOMEL,LIOTHYRONINE SODIUM,20556,1274556.95,5508.0,231.40104394,1368547.9,0.9568048698,4105.0,154.86901827,1403.0,13.260905203
776,CYTOTEC,MISOPROSTOL,344,57422.18,113.0,508.16088496,32768.0,1.7167264036,59.0,163.71355932,54.0,5.007037037
777,CYTOVENE,GANCICLOVIR SODIUM,216,92878.04,67.0,1386.239403,25384.35,3.6588701306,32.0,364.220625,35.0,20.951142857
778,CYTRA-2,CITRIC ACID/SODIUM CITRATE,6795,125952.58,2057.0,61.231200778,7228788.55,0.0174237466,1200.0,15.732658333,857.0,2.8385064177
779,CYTRA-3,SOD/POT/K CIT/SOD CIT/CIT ACID,800,27232.64,179.0,152.13765363,895836.0,0.0303991356,127.0,34.303543307,52.0,5.295
780,CYTRA-K,POTASSIUM CITRATE/CITRIC ACID,3487,190872.16,966.0,197.59022774,1289659.283,0.457105537,711.0,74.46416315,255.0,5.1814117647
781,D.H.E.45,DIHYDROERGOTAMINE MESYLATE,32,43522.22,17.0,2560.1305882,388.0,112.1706701,,,,
782,DACARBAZINE,DACARBAZINE,50,4962.1,,,330.0,15.036666667,,,,
783,DACOGEN,DECITABINE,175,1429351.03,46.0,31072.848478,887.0,1611.4442277,21.0,1687.0938095,25.0,2.58
784,DALIRESP,ROFLUMILAST,19647,3817900.33,10119.0,377.30016108,639380.5,5.9712492483,4084.0,111.89303379,6035.0,5.691940348
785,DALLERGY,CHLOR-MAL/PHENYLEPH/METHSCOP,196,10056.27,153.0,65.727254902,10675.0,1.152084318,122.0,47.887295082,31.0,6.5341935484
786,DALLERGY PE,CHLOR-MAL/PHENYLEPH/METHSCOP,70,7393.99,36.0,205.38861111,5877.0,1.4093745343,,,,
787,DANAZOL,DANAZOL,11129,2303524.98,2320.0,992.89869828,746539.0,3.0623824525,1398.0,182.96398426,922.0,11.035281996
788,DANTRIUM,DANTROLENE SODIUM,1134,168315.75,235.0,716.23723404,133818.0,1.3101875658,43.0,237.36209302,192.0,12.436145833
789,DANTROLENE SODIUM,DANTROLENE SODIUM,43035,5060202.68,5927.0,853.75445925,4685657.32,1.0928125188,1495.0,171.22294314,4432.0,8.6211777978
790,DAPSONE,DAPSONE,83941,4061543.8,17438.0,232.91339603,3957619.24,1.0745890627,8185.0,126.64648992,9253.0,6.0468529126
791,DAPTACEL DTAP,"DIPH,PERTUSS(ACELL),TET PED/PF",130,5923.75,130.0,45.567307692,94.5,62.685185185,64.0,39.41046875,66.0,2.8724242424
792,DARAPRIM,PYRIMETHAMINE,3519,1051090.28,745.0,1410.8594362,183848.0,5.7171700535,203.0,118.63551724,542.0,9.7233210332
793,DARCALMA,MTH/ME BLUE/SOD PHOS/PHEN/HYOS,61,2347.93,53.0,44.300566038,2155.0,1.0895266821,40.0,8.9055,13.0,1.6115384615
794,DARPAZ,MTH/ME BLUE/SOD PHOS/PHEN/HYOS,36,2664.98,30.0,88.832666667,1488.0,1.7909811828,,,,
795,DAYPRO,OXAPROZIN,664,150711.68,274.0,550.04262774,54213.0,2.779991515,152.0,195.07236842,122.0,9.1845901639
796,DAYTRANA,METHYLPHENIDATE,1367,258882.42,290.0,892.698,46361.0,5.5844046154,101.0,242.3990099,189.0,18.388994709
797,DDAVP,DESMOPRESSIN (NONREFRIGERATED),1044,599877.67,194.0,3092.1529381,13261.0,45.236231808,75.0,372.34973333,119.0,14.688319328
798,DDAVP,DESMOPRESSIN ACETATE,891,569148.45,199.0,2860.0424623,76418.0,18.227626914,56.0,314.42321429,143.0,12.796573427
799,DEBACTEROL,SULFURIC ACID/SULF PHENOL,33,423.36,20.0,21.168,88.4,4.7891402715,,,,
800,DECAVAC,TETANUS AND DIPHTHERIA TOX/PF,46377,1105721.92,46038.0,24.017592424,44752.949,24.707241527,40062.0,10.141250062,5976.0,3.0006910977
801,DE-CHLOR DM,CHLORPHENIRAMINE/PHENYLEPH/DM,151,1561.04,137.0,11.394452555,26856.0,0.0581263032,,,,
802,DEFEROXAMINE MESYLATE,DEFEROXAMINE MESYLATE,885,259198.27,94.0,2757.4284043,88678.015,3.0297567744,28.0,453.88571429,66.0,7.1545454545
803,DEHISTINE,CHLOR-MAL/PHENYLEPH/METHSCOP,33,280.11,25.0,11.2044,8829.0,0.0317261298,,,,
804,DELATESTRYL,TESTOSTERONE ENANTHATE,907,84223.96,491.0,171.53556008,4904.2,17.173842829,279.0,80.01297491,212.0,7.8371226415
805,DELESTROGEN,ESTRADIOL VALERATE,2848,404787.39,1389.0,291.42360691,16123.0,24.814569809,730.0,118.11328767,659.0,8.2284522003
806,DEMADEX,TORSEMIDE,3424,387793.36,809.0,479.34902349,216601.0,1.8745435056,527.0,203.57182163,282.0,22.151134752
807,DEMECLOCYCLINE HCL,DEMECLOCYCLINE HCL,35878,18316417.28,8048.0,2275.8967793,2179201.75,8.5584373729,3964.0,312.04396821,4084.0,15.635492165
808,DEMEROL,MEPERIDINE HCL,2608,419487.75,431.0,973.28944316,221258.0,1.6971230532,227.0,199.55039648,204.0,29.648578431
809,DEMEROL,MEPERIDINE HCL/PF,8415,90679.05,5929.0,15.294155844,62304.7,1.8594134356,5430.0,6.9886427256,499.0,5.4416232465
810,DEMSER,METYROSINE,219,516264.4,43.0,12006.148837,17438.0,29.605711664,12.0,197.58166667,31.0,6.1493548387
811,DENAVIR,PENCICLOVIR,30113,3976177.36,20547.0,193.51619993,81649.08,48.698373086,12220.0,61.330996727,8327.0,6.4996997718
812,DENTA 5000 PLUS,SODIUM FLUORIDE,34996,346567.51,17029.0,20.351606671,2284918.864,0.1516760684,10614.0,10.647785001,6415.0,2.3657942323
813,DENTAGEL,SODIUM FLUORIDE,6396,60405.39,2815.0,21.458397869,405688.6,0.1488959512,1664.0,11.35186899,1151.0,2.3240052129
814,DEPACON,VALPROIC ACID (AS SODIUM SALT),31,36263.06,,,11341.0,3.1975187373,,,,
815,DEPAKENE,VALPROIC ACID,948,549060.93,123.0,4463.91,191644.0,2.8650045397,21.0,433.35380952,102.0,25.176764706
816,DEPAKENE,VALPROIC ACID (AS SODIUM SALT),1900,1079055.96,275.0,3923.8398545,1775390.0,0.6077853091,26.0,364.38038462,249.0,14.33060241
817,DEPAKOTE,DIVALPROEX SODIUM,54602,17964097.95,7509.0,2392.3422493,6384695.35,2.8405968206,1518.0,402.7283004,5991.0,23.951185111
818,DEPAKOTE ER,DIVALPROEX SODIUM,76176,21053359.86,11249.0,1871.5761277,7192244.111,2.8931257329,2065.0,393.9594092,9184.0,21.764837761
819,DEPAKOTE SPRINKLE,DIVALPROEX SODIUM,9510,2576841.3,1549.0,1663.5515171,2632634.1,0.9788072334,278.0,213.00381295,1271.0,14.796506688
820,DEPEN,PENICILLAMINE,765,288797.77,148.0,1951.3362838,59150.0,4.8824644125,92.0,434.11836957,56.0,35.232142857
821,DEPLIN,LEVOMEFOLATE CALCIUM,921,99355.99,251.0,395.84059761,40938.0,2.4274033869,240.0,83.18375,11.0,159.44090909
822,DEPO-ESTRADIOL,ESTRADIOL CYPIONATE,8980,327123.38,4083.0,80.11838844,48082.7,6.8033488136,2429.0,47.373886373,1654.0,5.8431499395
823,DEPO-MEDROL,METHYLPREDNISOLONE ACETATE,5168,109176.94,4098.0,26.641517814,10473.5,11.103515772,1632.0,15.490759804,2466.0,1.2699148418
824,DEPO-PROVERA,MEDROXYPROGESTERONE ACETATE,2219,306656.5,927.0,330.80528587,4590.93,67.188354112,51.0,154.30235294,876.0,4.6046004566
825,DEPO-SUBQ PROVERA 104,MEDROXYPROGESTERONE ACETATE,262,27663.37,116.0,238.47732759,174.2,158.80235362,,,,
826,DEPO-TESTOSTERONE,TESTOSTERONE CYPIONATE,16010,1033454.7,6828.0,151.35540422,69448.19,15.916826699,4155.0,77.216132371,2673.0,5.3270632248
827,DERMA-SMOOTHE-FS,FLUOCINOLONE ACETONIDE,16935,711842.33,9334.0,76.263373688,2267111.917,0.3139864092,5935.0,45.487733783,3399.0,6.7281994704
828,DERMA-SMOOTHE-FS,FLUOCINOLONE/SHOWER CAP,44983,1861406.93,24578.0,75.734678574,5901448.695,0.3154152525,15528.0,50.36077795,9050.0,7.0860497238
829,DERMATOP,PREDNICARBATE,241,14921.0,151.0,98.814569536,14730.0,1.012770896,84.0,51.370714286,67.0,4.4202985075
830,DERMOTIC,FLUOCINOLONE ACETONIDE OIL,44611,1418740.92,33880.0,41.875469894,908401.93,1.5617986633,23585.0,30.583461522,10295.0,5.4545245265
