,drugname_brand,drugname_generic,claim_count,total_spending,user_count,total_spending_per_user,unit_count,unit_cost_wavg,user_count_non_lowincome,out_of_pocket_avg_non_lowincome,user_count_lowincome,out_of_pocket_avg_lowincome
697,CONSTULOSE,LACTULOSE,30932,695646.98,12085.0,57.562844849,32134720.999,0.0216478301,3596.0,18.92628198,8489.0,1.5602155731
698,CONZIP,TRAMADOL HCL,1737,477964.81,786.0,608.09772265,65230.5,7.3999784153,470.0,126.22755319,316.0,9.8189873418
699,COPAXONE,GLATIRAMER ACETATE,224167,1120491044.5,27424.0,40858.045671,237827.854,4711.3532987,12733.0,3405.1928202,14691.0,94.456391668
700,COPEGUS,RIBAVIRIN,29,58824.79,,,3488.0,16.86490539,,,,
701,CORDARONE,AMIODARONE HCL,854,167562.47,176.0,952.05948864,41011.0,4.0857933237,147.0,339.5685034,29.0,13.872068966
702,CORDRAN,FLURANDRENOLIDE,19196,6786390.86,11441.0,593.16413425,485969.0,179.19538547,8744.0,93.46450366,2697.0,9.0501112347
703,COREG,CARVEDILOL,18701,4319949.87,3692.0,1170.0839301,1774708.0,2.4340749486,2479.0,326.41712384,1213.0,25.568977741
704,COREG CR,CARVEDILOL PHOSPHATE,282936,67262571.11,53805.0,1250.1174818,14117524.0,4.7645496003,36540.0,315.52949425,17265.0,25.381525051
705,CORGARD,NADOLOL,3766,964863.72,805.0,1198.588472,253783.0,3.8139126205,669.0,357.75632287,136.0,41.274926471
706,CORMAX,CLOBETASOL PROPIONATE,157,4623.99,119.0,38.857058824,10201.0,0.4551015662,99.0,14.511515152,20.0,3.405
707,CORTEF,HYDROCORTISONE,5536,451633.14,1112.0,406.14491007,730826.5,0.6541402863,758.0,255.09699208,354.0,18.389067797
708,CORTENEMA,HYDROCORTISONE,34,5826.84,19.0,306.67578947,36460.0,0.1598145913,,,,
709,CORTIFOAM,HYDROCORTISONE ACETATE,3718,1614216.92,1634.0,987.8928519,88577.0,18.223883401,1121.0,161.90886708,513.0,8.4533138402
710,CORTISONE ACETATE,CORTISONE ACETATE,6118,319596.07,1876.0,170.36037846,364414.0,0.8770136987,1332.0,50.633626126,544.0,5.6423161765
711,CORTISPORIN,NEOMYCIN/BACITRA/POLYMYXIN/HC,3040,303537.6,2189.0,138.66496117,54944.5,5.5244401168,1349.0,65.843002224,840.0,4.7098095238
712,CORTISPORIN,NEOMYCIN/POLYMYXIN B SULF/HC,1328,123934.11,930.0,133.26248387,15808.5,7.8307143978,493.0,56.591764706,437.0,4.8281693364
713,CORTISPORIN-TC,NEOMYCIN SU/COLIST/HC/THONZON,10133,748265.26,9236.0,81.016160676,103461.0,7.2323412687,5565.0,53.505389039,3671.0,4.6915091256
714,CORTOMYCIN,NEOMYCIN/POLYMYXIN B SULF/HC,25,438.63,22.0,19.937727273,250.0,1.75452,,,,
715,CORVITA,FA/MVI THER-MIN/LYCOPENE/LUT,403,12260.57,101.0,121.39178218,19864.0,0.6172256343,,,,
716,CORVITA 150,"IRON, CARBONYL/FA/C/B-6/B12/ZN",516,29837.05,171.0,174.48567251,26325.0,1.1334112061,,,,
717,CORVITE,FA/MVI THER-MIN/LYCOPENE/LUT,230,9922.79,84.0,118.12845238,16154.0,0.6142621023,84.0,,0.0,
718,CORVITE 150,"IRON, CARBONYL/FA/C/B-6/B12/ZN",314,35875.16,117.0,306.62529915,20626.0,1.7393173664,,,,
719,CORVITE 150,"IRON,CARB/FA#6/MV, MIN NO.41",12,2940.86,12.0,245.07166667,1050.0,2.8008190476,12.0,,0.0,
720,CORVITE FE,"IRON &IRON ASP GLY/FA/MV,MIN27",493,71616.47,179.0,400.09201117,23501.0,3.047379686,,,,
721,CORVITE FE,"IRON,CARB/FA#6/MV, MIN NO.40",92,18670.31,68.0,274.56338235,6045.0,3.088554177,68.0,,0.0,
722,CORVITE FREE,"MV, MIN CMB #6/FA/LUT/LYCO/Q10",452,18734.57,123.0,152.31357724,30610.0,0.6120408363,,,,
723,CORZIDE,NADOLOL/BENDROFLUMETHIAZIDE,590,99387.9,121.0,821.38760331,24527.0,3.9973172312,100.0,341.5886,21.0,42.033809524
724,COSOPT,DORZOLAMIDE HCL/TIMOLOL MALEAT,24393,4257707.52,6346.0,670.92775292,307131.0,13.862838724,4491.0,241.55628368,1855.0,18.317800539
725,COSOPT PF,DORZOLAMIDE/TIMOLOL/PF,27875,3025363.14,7800.0,387.86706923,2131737.0,1.4192009333,5951.0,195.77643757,1849.0,14.665419145
726,COUMADIN,WARFARIN SODIUM,644508,47918310.44,105093.0,455.96101015,32603487.999,1.4848007596,77435.0,253.90317892,27658.0,23.222735556
727,COZAAR,LOSARTAN POTASSIUM,41469,6834128.01,9389.0,727.88667696,2508593.0,2.7893358753,6749.0,239.57609424,2640.0,16.280227273
728,CREON,LIPASE/PROTEASE/AMYLASE,444358,207614579.69,93277.0,2225.7853457,71549604.069,2.8672222532,36656.0,334.25864661,56621.0,14.246267992
729,CRESTOR,ROSUVASTATIN CALCIUM,9066409,2216193162.0,1732787.0,1278.9761015,401733323.28,5.5165381124,1117350.0,296.65398875,615437.0,26.334889225
730,CRINONE,"PROGESTERONE,MICRONIZED",588,147565.94,242.0,609.77661157,14876.0,9.2750236492,139.0,172.96079137,103.0,9.0031067961
731,CRIXIVAN,INDINAVIR SULFATE,2840,1346889.57,390.0,3453.563,528416.0,2.5435792408,134.0,355.07597015,256.0,20.533046875
732,CROMOLYN SODIUM,CROMOLYN SODIUM,74459,3014038.82,33406.0,90.224475244,2743719.5,1.3812071676,11544.0,20.357367464,21862.0,2.0736455951
733,CRYSELLE,NORGESTREL-ETHINYL ESTRADIOL,16345,456892.52,2875.0,158.91913739,559298.0,0.8169035469,354.0,60.648700565,2521.0,5.8582070607
734,CUBICIN,DAPTOMYCIN,39933,75337488.48,9320.0,8083.4215107,1866655.698,40.359605984,3184.0,1176.7638568,6136.0,26.94583279
735,CUPRIMINE,PENICILLAMINE,3141,4116080.51,597.0,6894.6072194,298207.0,13.802762879,340.0,755.33561765,257.0,36.728326848
736,CURITY,GAUZE BANDAGE,62,406.75,37.0,10.993243243,10901.0,0.0546010248,,,,
737,CURITY ALCOHOL PREPS,ALCOHOL ANTISEPTIC PADS,1657,5663.58,654.0,8.6599082569,280278.0,0.0202070088,85.0,4.7852941176,569.0,1.7985413005
738,CURITY AMD,POLYHEXAM BIGUAN/GAUZE BANDAGE,27,142.34,,,2800.0,0.0508357143,,,,
739,CUTIVATE,FLUTICASONE PROPIONATE,344,252631.64,252.0,1002.5065079,42422.0,5.821606693,174.0,74.611206897,78.0,3.5083333333
740,CUVPOSA,GLYCOPYRROLATE,480,196927.11,205.0,960.62004878,228516.0,0.8617650843,76.0,91.310921053,129.0,3.7644186047
741,CYANOCOBALAMIN INJECTION,CYANOCOBALAMIN (VITAMIN B-12),32562,254495.29,11032.0,23.068826142,108396.7,2.3478140017,9340.0,13.941932548,1692.0,7.472570922
742,CYCLAFEM,NORETHINDRONE-ETHINYL ESTRAD,7024,192866.77,1399.0,137.86045032,246922.0,0.7812374044,163.0,65.755460123,1236.0,4.7502831715
743,CYCLESSA,DESOGESTREL-ETHINYL ESTRADIOL,46,2258.05,,,1288.0,1.7531444099,,,,
744,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL,4423760,49064652.89,1554019.0,31.572749683,259122673.09,0.191309581,738811.0,17.832457543,815208.0,4.4592713271
745,CYCLOGYL,CYCLOPENTOLATE HCL,1961,86082.07,1543.0,55.788768633,13490.0,7.0357666095,1056.0,31.777329545,487.0,2.7940451745
746,CYCLOPENTOLATE HCL,CYCLOPENTOLATE HCL,27624,485162.25,20530.0,23.631867998,197612.5,2.5167217315,14762.0,11.170784447,5768.0,1.8873457004
747,CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,13649,3418357.05,3842.0,889.73374545,671608.11,43.951061123,2639.0,137.51234937,1203.0,11.780332502
748,CYCLOSET,BROMOCRIPTINE MESYLATE,9592,3547772.19,2350.0,1509.6902936,1607776.0,2.2066333805,1698.0,311.87086572,652.0,17.788650307
749,CYCLOSPORINE,CYCLOSPORINE,9119,2823098.67,2316.0,1218.9545207,1008535.55,3.5166598334,1440.0,223.28052083,876.0,11.603732877
750,CYCLOSPORINE,"CYCLOSPORINE, MODIFIED",704,214508.0,201.0,1067.2039801,54707.552,3.9209943081,114.0,178.42552632,87.0,6.735862069
751,CYCLOSPORINE MODIFIED,"CYCLOSPORINE, MODIFIED",41188,8663046.84,7356.0,1177.6844535,5227202.58,2.1439723628,4727.0,230.89731965,2629.0,17.714709015
752,CYMBALTA,DULOXETINE HCL,6887543,1961131999.8,1032774.0,1898.897532,279888171.83,7.0071303828,482625.0,359.92472431,550149.0,27.420078106
753,CYPROHEPTADINE HCL,CYPROHEPTADINE HCL,157302,3104555.12,51977.0,59.729401851,11980517.726,0.2836305436,15969.0,24.731482873,36008.0,3.0231717952
754,CYSTADANE,BETAINE,523,1001357.74,56.0,17881.388214,200760.0,4.9878349273,13.0,859.70230769,43.0,7.5093023256
755,CYSTAGON,CYSTEAMINE BITARTRATE,425,149678.81,65.0,2302.7509231,189844.0,0.7393894971,,,,
756,CYSTARAN,CYSTEAMINE HCL,74,271479.36,17.0,15969.374118,4440.0,61.144,,,,
757,CYSTEX,METHENAM/BENZ AC/SALICY/SAL-AM,20,186.99,,,611.0,0.3060392799,,,,
758,CYTARABINE,CYTARABINE,28,346.31,,,636.0,0.5445125786,,,,
759,CYTARABINE,CYTARABINE/PF,237,8750.25,75.0,116.67,8663.95,1.5693251654,56.0,37.14125,19.0,3.4657894737
760,CYTOGAM,CYTOMEGALOVIRUS IMMUNE GLOBULN,52,255407.49,16.0,15962.968125,10472.2,24.389095892,,,,
761,CYTOMEL,LIOTHYRONINE SODIUM,18323,1511591.44,4209.0,359.13315277,1410004.4,1.1031661806,3488.0,217.47195528,721.0,17.792288488
762,CYTOTEC,MISOPROSTOL,223,57558.58,63.0,913.62825397,25098.0,2.3128710188,44.0,187.85545455,19.0,9.3626315789
763,CYTOVENE,GANCICLOVIR SODIUM,84,41864.77,29.0,1443.6127586,9912.84,4.223287171,,,,
764,CYTRA-2,CITRIC ACID/SODIUM CITRATE,9328,173528.05,2804.0,61.88589515,10291622.876,0.0168610968,1750.0,18.872714286,1054.0,3.3399051233
765,CYTRA-3,SOD/POT/K CIT/SOD CIT/CIT ACID,1285,45928.98,355.0,129.37740845,1675402.869,0.0274136931,222.0,29.226036036,133.0,2.9309022556
766,CYTRA-K,POTASSIUM CITRATE/CITRIC ACID,5353,284651.81,1541.0,184.71889033,2977410.168,0.3598810784,1140.0,59.684710526,401.0,4.5706733167
767,D.H.E.45,DIHYDROERGOTAMINE MESYLATE,70,147191.93,21.0,7009.1395238,809.0,181.94305315,,,,
768,DACARBAZINE,DACARBAZINE,68,15662.33,19.0,824.33315789,2162.0,6.8857933351,,,,
769,DACOGEN,DECITABINE,189,1581644.42,46.0,34383.574348,902.0,1753.4860532,21.0,1261.4195238,25.0,2.89
770,DALIRESP,ROFLUMILAST,294336,65634903.18,61334.0,1070.1226592,9831028.0,6.6763011132,25179.0,231.10489455,36155.0,18.352578896
771,DANAZOL,DANAZOL,11247,2322332.65,2418.0,960.43533912,772353.0,2.9935028496,1581.0,173.06912081,837.0,12.107240143
772,DANTRIUM,DANTROLENE SODIUM,631,109956.92,98.0,1122.0093878,87243.0,1.2643440739,26.0,321.65153846,72.0,8.5895833333
773,DANTROLENE SODIUM,DANTROLENE SODIUM,42319,4993926.08,6110.0,817.33651064,4418469.67,1.1412694854,1799.0,167.02183991,4311.0,4.630519601
774,DAPSONE,DAPSONE,96494,4777968.43,20313.0,235.21727121,4752358.75,1.0580345304,11052.0,115.55839034,9261.0,5.5535978836
775,DAPTACEL DTAP,"DIPH,PERTUSS(ACELL),TET PED/PF",283,17584.57,280.0,62.802035714,210.5,83.537149644,189.0,38.061216931,91.0,4.1971428571
776,DARAPRIM,PYRIMETHAMINE,3535,2118429.52,676.0,3133.7714793,175499.0,12.070892256,208.0,198.87004808,468.0,9.4668162393
777,DASETTA,NORETHINDRONE-ETHINYL ESTRAD,3707,101173.61,674.0,150.10921365,126573.0,0.8003532565,61.0,60.619344262,613.0,4.199771615
778,DAYPRO,OXAPROZIN,614,189783.33,149.0,1273.7136242,52586.0,3.6090086715,103.0,312.28339806,46.0,23.370217391
779,DAYSEE,L-NORGEST/E.ESTRADION-E.ESTRAD,114,20841.13,79.0,263.81177215,10374.0,2.0089772508,13.0,38.93,66.0,1.3522727273
780,DAYTRANA,METHYLPHENIDATE,1902,453705.03,390.0,1163.3462308,65848.0,6.8915725217,122.0,327.60934426,268.0,20.711977612
781,DDAVP,DESMOPRESSIN (NONREFRIGERATED),1032,886774.59,202.0,4389.9732178,15312.0,57.913701019,91.0,483.0310989,111.0,16.434774775
782,DDAVP,DESMOPRESSIN ACETATE,868,848871.45,182.0,4664.1288462,78186.0,25.609859577,79.0,353.37037975,103.0,9.195631068
783,DECAVAC,TETANUS AND DIPHTHERIA TOX/PF,5486,297216.88,5474.0,54.296105225,5198.0,57.179084263,4495.0,39.417915462,979.0,6.4921961185
784,DECITABINE,DECITABINE,19,134947.44,,,87.0,1551.12,,,,
785,DEFEROXAMINE MESYLATE,DEFEROXAMINE MESYLATE,527,159089.28,80.0,1988.616,6959.625,27.27586298,21.0,269.86190476,59.0,3.2508474576
786,DELATESTRYL,TESTOSTERONE ENANTHATE,30,2472.11,29.0,85.245172414,150.0,16.480733333,,,,
787,DELESTROGEN,ESTRADIOL VALERATE,1385,276347.71,626.0,441.45001597,8416.0,32.309855506,331.0,154.07148036,295.0,8.2805762712
788,DELZICOL,MESALAMINE,80102,35740582.19,22041.0,1621.5499383,17057410.0,2.0953111985,15972.0,304.31241297,6069.0,14.731665843
789,DEMADEX,TORSEMIDE,2663,475260.39,618.0,769.02975728,199562.0,2.4113755705,461.0,235.92143167,157.0,28.168343949
790,DEMECLOCYCLINE HCL,DEMECLOCYCLINE HCL,36673,13547793.62,7942.0,1705.8415538,2276274.166,6.0763447943,4388.0,237.85824066,3554.0,9.670512099
791,DEMEROL,MEPERIDINE HCL,1135,332888.13,216.0,1541.14875,135201.0,2.3074604569,113.0,302.71371681,103.0,26.417087379
792,DEMEROL,MEPERIDINE HCL/PF,5382,149666.84,3249.0,46.065509388,88518.0,1.7663440692,2905.0,11.879666093,344.0,8.0205813953
793,DEMSER,METYROSINE,117,282500.48,32.0,8828.14,5802.0,48.69018959,15.0,285.87533333,17.0,3.3588235294
794,DENAVIR,PENCICLOVIR,27985,10258093.98,19532.0,525.19424432,157741.5,65.031041165,11732.0,78.720020457,7800.0,5.8051782051
795,DENTA 5000 PLUS,SODIUM FLUORIDE,35086,341344.25,17968.0,18.997342498,2306727.0,0.1479777408,12788.0,11.492277917,5180.0,1.3171660232
796,DENTAGEL,SODIUM FLUORIDE,7782,72166.99,3630.0,19.880713499,527741.0,0.1367469838,2439.0,11.894534645,1191.0,1.2033333333
797,DEPACON,VALPROIC ACID (AS SODIUM SALT),16,47218.24,,,10864.0,4.3463033873,,,,
798,DEPAKENE,VALPROIC ACID,791,555198.11,100.0,5551.9811,162399.0,3.4187286252,19.0,824.22052632,81.0,17.284320988
799,DEPAKENE,VALPROIC ACID (AS SODIUM SALT),1829,1253961.62,241.0,5203.160249,1727284.0,0.7259730421,27.0,275.95444444,214.0,5.3336448598
800,DEPAKOTE,DIVALPROEX SODIUM,43639,17565676.81,5461.0,3216.5678099,5252540.0,3.390672116,1254.0,505.38740829,4207.0,18.516952698
801,DEPAKOTE ER,DIVALPROEX SODIUM,59916,20240019.76,7672.0,2638.1673306,5819175.0,3.4496085047,1614.0,480.81902726,6058.0,19.881034995
802,DEPAKOTE SPRINKLE,DIVALPROEX SODIUM,8613,2850617.12,1188.0,2399.5093603,2449977.0,1.1635281148,187.0,250.78454545,1001.0,8.1126373626
803,DEPEN,PENICILLAMINE,741,410877.27,157.0,2617.0526752,65343.0,6.2880074377,112.0,508.80892857,45.0,48.560444444
804,DEPLIN,LEVOMEFOLATE CALCIUM,1403,232651.02,620.0,375.24358065,63888.0,3.6438285644,607.0,90.891911038,13.0,82.023076923
805,DEPLIN-ALGAL OIL,LEVOMEFOLATE/ALGAL OIL,1704,433141.97,672.0,644.55650298,122754.0,3.5285078703,,,,
806,DEPO-ESTRADIOL,ESTRADIOL CYPIONATE,8585,391812.63,3897.0,100.54211701,48508.9,8.0771287331,2404.0,66.67202579,1493.0,4.9458606832
807,DEPO-MEDROL,METHYLPREDNISOLONE ACETATE,8069,155596.23,6057.0,25.688662704,20476.5,8.8163288406,2546.0,13.646802828,3511.0,1.3932868129
808,DEPO-PROVERA,MEDROXYPROGESTERONE ACETATE,1677,332376.1,626.0,530.95223642,3527.868,92.41877515,78.0,147.70564103,548.0,3.6329379562
809,DEPO-SUBQ PROVERA 104,MEDROXYPROGESTERONE ACETATE,204,24665.87,87.0,283.51574713,135.3,182.30502587,,,,
810,DEPO-TESTOSTERONE,TESTOSTERONE CYPIONATE,64545,3764026.09,25885.0,145.41340892,240640.9,17.589893479,16262.0,80.279940352,9623.0,4.8939000312
811,DERMA-SMOOTHE-FS,FLUOCINOLONE ACETONIDE,1674,69191.68,1069.0,64.725612722,229855.648,0.3010223181,713.0,43.009845722,356.0,4.3129494382
812,DERMA-SMOOTHE-FS,FLUOCINOLONE/SHOWER CAP,3971,171320.12,2434.0,70.386244864,528724.388,0.3240253786,1642.0,47.061705238,792.0,4.8466414141
813,DERMATOP,PREDNICARBATE,103,9816.61,58.0,169.25189655,6705.0,1.4645910789,33.0,66.733030303,25.0,2.048
814,DERMOTIC,FLUOCINOLONE ACETONIDE OIL,4425,140766.34,3584.0,39.276322545,90268.0,1.5594268179,2645.0,28.593534972,939.0,4.2745686901
815,DESFERAL,DEFEROXAMINE MESYLATE,30,44336.8,,,1185.0,37.415021097,,,,
816,DESFERAL MESYLATE,DEFEROXAMINE MESYLATE,13,5058.77,,,203.0,24.920049261,,,,
817,DESIPRAMINE HCL,DESIPRAMINE HCL,98428,11464565.45,20101.0,570.34801502,6889540.75,1.7281742157,11778.0,126.29032603,8323.0,9.6058068004
818,DESLORATADINE,DESLORATADINE,126699,14805419.4,39563.0,374.2238809,6066682.0,2.4411163106,26676.0,44.432390163,12887.0,4.8488833708
819,DESMOPRESSIN ACETATE,DESMOPRESSIN (NONREFRIGERATED),2360,547549.38,1054.0,519.49656546,18666.0,29.334050145,382.0,80.65960733,672.0,3.1877827381
820,DESMOPRESSIN ACETATE,DESMOPRESSIN ACETATE,181317,24256259.73,29167.0,831.63368636,10165971.98,6.2071648005,13156.0,160.02159395,16011.0,7.8854699894
821,DESOGEN,DESOGESTREL-ETHINYL ESTRADIOL,156,10319.32,30.0,343.97733333,6552.0,1.57498779,,,,
822,DESONATE,DESONIDE,1981,818396.33,1443.0,567.14922384,129676.075,6.3110819016,1145.0,92.337624454,298.0,8.8497651007
823,DESONIDE,DESONIDE,506530,66327482.73,322899.0,205.41247489,29426160.884,2.2015687533,241032.0,20.294650752,81867.0,2.5533046282
824,DESOWEN,DESONIDE,105,35831.87,73.0,490.84753425,9251.0,3.8897212913,47.0,73.119787234,26.0,3.2603846154
825,DESOXIMETASONE,DESOXIMETASONE,251467,34446101.16,141481.0,243.46803571,15721855.903,2.1727940314,99644.0,40.03353368,41837.0,3.7551000311
826,DESOXYN,METHAMPHETAMINE HCL,701,636281.54,115.0,5532.8829565,135944.0,4.6804679868,47.0,728.73914894,68.0,56.793235294
827,DESVENLAFAXINE ER,DESVENLAFAXINE,1449,244832.29,580.0,422.12463793,50494.0,4.8490784736,255.0,99.36572549,325.0,5.0072615385
828,DETROL,TOLTERODINE TARTRATE,9729,1995187.89,3621.0,551.00466446,536749.0,3.7171332545,1825.0,168.59660274,1796.0,7.0970434298
829,DETROL LA,TOLTERODINE TARTRATE,1241507,311385810.36,232782.0,1337.6713421,47819845.159,6.5128155219,129690.0,258.47038137,103092.0,19.751517674
830,DEXAMETHASONE,DEXAMETHASONE,629231,8166694.24,321182.0,25.426998524,37658259.799,0.2774520478,235616.0,9.3197609246,85566.0,2.3484027534
831,DEXAMETHASONE INTENSOL,DEXAMETHASONE,1034,78858.89,619.0,127.39723748,135270.0,0.582973978,385.0,27.961350649,234.0,1.5712393162
832,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SOD PHOSPHATE,56092,758694.82,33382.0,22.727662213,668891.946,1.6513617005,19748.0,9.4771987037,13634.0,1.336911398
833,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSP/PF,1242,16784.89,500.0,33.56978,7407.8,2.2658400605,248.0,12.070685484,252.0,1.5512698413
834,DEXEDRINE,DEXTROAMPHETAMINE SULFATE,2573,2631576.86,426.0,6177.4104695,266402.0,9.8769993116,195.0,795.03887179,231.0,26.487316017
835,DEXILANT,DEXLANSOPRAZOLE,1549881,301835156.66,311097.0,970.22843891,58152633.141,5.190766927,128636.0,288.64790276,182461.0,20.090120629
836,DEXMETHYLPHENIDATE HCL,DEXMETHYLPHENIDATE HCL,10848,775896.47,2262.0,343.01347038,806162.0,0.9542679549,1078.0,102.15280148,1184.0,7.177347973
837,DEXMETHYLPHENIDATE HCL ER,DEXMETHYLPHENIDATE HCL,68,15571.95,64.0,243.31171875,2656.0,5.8318812587,17.0,73.645294118,47.0,0.8265957447
838,DEXPAK,DEXAMETHASONE,5235,260781.41,4708.0,55.391123619,166024.0,1.6073205719,3376.0,41.847058649,1332.0,3.0738213213
839,DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE SULFATE,45811,9277492.08,8392.0,1105.5162154,5003551.5,1.8540181907,4863.0,231.79456508,3529.0,17.301130632
840,DEXTROAMPHETAMINE SULFATE ER,DEXTROAMPHETAMINE SULFATE,58605,18900164.41,9410.0,2008.5190659,5007246.0,3.7748650055,4751.0,313.42801095,4659.0,18.910880017
841,DEXTROAMPHETAMINE-AMPHET ER,DEXTROAMPHETAMINE/AMPHETAMINE,269988,52672655.72,43889.0,1200.1334211,11657672.0,4.5167138919,15615.0,173.39596286,28274.0,13.098566881
842,DEXTROAMPHETAMINE-AMPHETAMINE,DEXTROAMPHETAMINE/AMPHETAMINE,758625,56942114.28,112787.0,504.86416236,49859618.5,1.1423512048,43914.0,155.05983741,68873.0,13.999252247
843,DEXTROSE 10%-0.45% NACL,DEXTROSE 10 % AND 0.45 % NACL,15,268.33,,,60000.0,0.0044721667,,,,
844,DEXTROSE 2.5%-0.45% NACL,DEXTROSE 2.5 % AND 0.45 % NACL,15,102.72,13.0,7.9015384615,26000.0,0.0039507692,,,,
845,DEXTROSE 5%-0.2% NACL,DEXTROSE 5 %-0.2 % NACL,434,5386.72,223.0,24.155695067,1575023.0,0.0034200897,54.0,14.35037037,169.0,0.3184615385
846,DEXTROSE 5%-0.2% NACL-KCL,POTASSIUM CHLORIDE/D5-0.2%NACL,102,1858.93,63.0,29.506825397,462504.0,0.0040192733,,,,
847,DEXTROSE 5%-0.225% NACL,DEXTROSE 5 %-0.2 % NACL,224,2261.38,121.0,18.689090909,777242.0,0.0029094928,17.0,9.5329411765,104.0,0.5564423077
848,DEXTROSE 5%-0.225% NACL-KCL,POTASSIUM CHLORIDE/D5-0.2%NACL,12,188.91,12.0,15.7425,59000.0,0.0032018644,0.0,,12.0,0.0
849,DEXTROSE 5%-0.3% NACL,DEXTROSE 5 % AND 0.3 % NACL,11,97.04,,,38000.0,0.0025536842,,,,
850,DEXTROSE 5%-0.45% NACL,DEXTROSE 5 %-0.45 % NACL,41293,422237.99,21972.0,19.217094029,139376155.25,0.0030294851,3418.0,11.636082504,18554.0,0.3457464698
851,DEXTROSE 5%-0.45% NACL-KCL,POTASSIUM CHLORIDE/D5-0.45NACL,4245,54716.98,2026.0,27.00739388,35695939.858,0.0015328628,326.0,15.776472393,1700.0,0.5214588235
852,DEXTROSE 5%-0.9% NACL,DEXTROSE 5 % AND 0.9 % NACL,9932,110586.13,5795.0,19.083025022,33878100.4,0.0032642364,1060.0,12.212566038,4735.0,0.444563886
853,DEXTROSE 5%-1/2NS-KCL,POTASSIUM CHLORIDE/D5-0.45NACL,742,11014.59,453.0,24.314768212,2694695.0,0.0040873459,73.0,14.881369863,380.0,0.103
854,DEXTROSE 5%-NS-KCL,POTASSIUM CHLORIDE/D5-0.9%NACL,347,8336.6,189.0,44.108994709,1589251.0,0.0052457659,41.0,13.019756098,148.0,0.2699324324
855,DEXTROSE 5%-POTASSIUM CHLORIDE,POTASSIUM CHLORIDE IN D5W,228,3322.42,107.0,31.050654206,807577.0,0.0041181659,12.0,19.645,95.0,0.2608421053
856,DEXTROSE IN LACTATED RINGERS,DEXTROSE 5%-LACTATED RINGERS,784,10483.35,501.0,20.924850299,3383295.0,0.0030985622,70.0,15.498285714,431.0,0.8464269142
857,DEXTROSE IN WATER,DEXTROSE 10 % IN WATER,482,4682.11,267.0,17.535992509,1123664.5,0.0043266581,37.0,9.5308108108,230.0,0.6913478261
858,DEXTROSE IN WATER,DEXTROSE 5 % IN WATER,22241,422238.2,9604.0,43.964827155,42395899.203,0.0334848738,1540.0,19.486194805,8064.0,0.5797904266
859,DEXTROSE IN WATER,DEXTROSE 50 % IN WATER,1025,12217.18,831.0,14.701780987,77239.0,0.1720813179,113.0,6.3956637168,718.0,0.3082590529
860,DEXTROSE IN WATER,DEXTROSE 70 % IN WATER,12733,581496.29,669.0,869.2022272,26139746.199,0.0222456747,137.0,248.03518248,532.0,10.48656015
861,DIABETA,GLYBURIDE,1221,183757.59,323.0,568.90894737,147858.0,1.2190121913,219.0,193.9047032,104.0,18.601153846
862,DIALYVITE,"FOLIC ACID/VIT BCOMP,C",1984,12395.58,467.0,26.542997859,88200.0,0.1405394558,424.0,22.491957547,43.0,19.364883721
863,DIALYVITE 3000,FOLIC ACID/B CPLX/C/SELEN/ZINC,232,3886.25,70.0,55.517857143,14758.0,0.2633317523,,,,
864,DIALYVITE 5000,"MULTIVIT, MINCMB#11/FOLIC ACID",38,868.03,,,1980.0,0.4383989899,,,,
865,DIALYVITE SUPREME D,"MULTIVITAMIN, MIN CMB#25/FA/D3",90,1372.47,28.0,49.016785714,4460.0,0.3077286996,,,,
866,DIALYVITE ZINC,VIT B CPLX #11/FA/C/BIOT/ZN OX,360,2783.0,87.0,31.988505747,17605.0,0.1580800909,76.0,25.149736842,11.0,20.558181818
867,DIAMOX SEQUELS,ACETAZOLAMIDE,1237,446624.09,382.0,1169.1730105,76459.0,5.841354059,249.0,176.5460241,133.0,22.672180451
868,DIANEAL WITH 1.5% DEXTROSE,PERIT. DIALYSIS#6 & DEX 1.5 %,74,25539.83,,,275136.0,0.0928262023,,,,
869,DIASTAT,DIAZEPAM,98,40062.92,54.0,741.90592593,147.0,272.53687075,,,,
870,DIASTAT ACUDIAL,DIAZEPAM,2819,1689345.65,1353.0,1248.5924982,5501.5,306.87278162,112.0,88.804017857,1241.0,1.458638195
871,DIAZEPAM,DIAZEPAM,3990078,30288024.46,1062063.0,28.518105291,229355896.62,1.0668072304,594119.0,12.491207452,467944.0,5.5226371532
872,DIBENZYLINE,PHENOXYBENZAMINE HCL,2394,1853004.33,597.0,3103.8598492,211373.0,8.7665138405,342.0,373.15997076,255.0,14.918784314
873,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,319458,6397639.84,132536.0,48.270959136,18076725.227,0.3539158647,99102.0,11.497287441,33434.0,3.3909666806
874,DICLOFENAC SODIUM,DICLOFENAC SODIUM,2047298,53366260.06,716859.0,74.444570076,136533542.71,0.6434191211,439522.0,21.871412193,277337.0,4.1888038019
